Run ID,3420,,,,,,,,,,,,,,,,,,,
Run Date/Time,1/18/2017 11:13,,,,,,,,,,,,,,,,,,,
Application Name,Labcyte Echo Dose-Response,,,,,,,,,,,,,,,,,,,
Application Version,1.5.6,,,,,,,,,,,,,,,,,,,
Protocol Name,2017-01-18 - Protocol - OICR library round 6_2 (44-50)- partial repeat on 384 - MLLT1A - SingleShot 50nl transfer - TC.edr,,,,,,,,,,,,,,,,,,,
User Name,ACCESS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
[DETAILS],,,,,,,,,,,,,,,,,,,,
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Source Concentration,Source Concentration Units,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Concentration,Destination Concentration Units,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Source Plate[44],,384LDV_DMSO,N12,0.005,M,Destination Plate[1],,Proxiplate_384PS,C5,0.0001923,M,XST00015678a,Sample 190,200,200,9.965,84.549,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,N12,0.005,M,Destination Plate[1],,Proxiplate_384PS,D5,0.0001923,M,XST00015678a,Sample 190,200,200,9.765,84.549,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,K12,0.005,M,Destination Plate[1],,Proxiplate_384PS,D4,0.0001923,M,XST00015618a,Sample 187,200,200,9.902,85.159,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,K12,0.005,M,Destination Plate[1],,Proxiplate_384PS,C4,0.0001923,M,XST00015618a,Sample 187,200,200,9.702,85.159,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,E12,0.005,M,Destination Plate[1],,Proxiplate_384PS,C2,0.0001923,M,XST00015498a,Sample 181,200,200,9.831,84.434,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,E12,0.005,M,Destination Plate[1],,Proxiplate_384PS,D2,0.0001923,M,XST00015498a,Sample 181,200,200,9.631,84.434,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,G15,0.005,M,Destination Plate[1],,Proxiplate_384PS,I2,0.0001923,M,XST00015541a,Sample 231,200,200,9.613,84.337,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,G15,0.005,M,Destination Plate[1],,Proxiplate_384PS,J2,0.0001923,M,XST00015541a,Sample 231,200,200,9.413,84.337,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,D15,0.005,M,Destination Plate[1],,Proxiplate_384PS,M1,0.0001923,M,XST00015481a,Sample 228,200,200,9.692,81.639,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,D15,0.005,M,Destination Plate[1],,Proxiplate_384PS,N1,0.0001923,M,XST00015481a,Sample 228,200,200,9.492,81.639,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,J15,0.005,M,Destination Plate[1],,Proxiplate_384PS,N3,0.0001923,M,XST00015601a,Sample 234,200,200,9.825,84.248,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,J15,0.005,M,Destination Plate[1],,Proxiplate_384PS,M3,0.0001923,M,XST00015601a,Sample 234,200,200,9.625,84.248,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,J16,0.005,M,Destination Plate[1],,Proxiplate_384PS,O3,0.0001923,M,XST00015602a,Sample 250,200,200,9.768,85.101,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,J16,0.005,M,Destination Plate[1],,Proxiplate_384PS,P3,0.0001923,M,XST00015602a,Sample 250,200,200,9.568,85.101,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,D16,0.005,M,Destination Plate[1],,Proxiplate_384PS,P1,0.0001923,M,XST00015482a,Sample 244,200,200,9.61,84.002,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,D16,0.005,M,Destination Plate[1],,Proxiplate_384PS,O1,0.0001923,M,XST00015482a,Sample 244,200,200,9.41,84.002,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,G16,0.005,M,Destination Plate[1],,Proxiplate_384PS,L2,0.0001923,M,XST00015542a,Sample 247,200,200,9.551,84.46,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,G16,0.005,M,Destination Plate[1],,Proxiplate_384PS,K2,0.0001923,M,XST00015542a,Sample 247,200,200,9.351,84.46,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,M17,0.005,M,Destination Plate[1],,Proxiplate_384PS,J4,0.0001923,M,XST00015663a,Sample 269,200,200,9.599,84.226,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,M17,0.005,M,Destination Plate[1],,Proxiplate_384PS,I4,0.0001923,M,XST00015663a,Sample 269,200,200,9.399,84.226,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,M18,0.005,M,Destination Plate[1],,Proxiplate_384PS,K4,0.0001923,M,XST00015664a,Sample 285,200,200,9.378,83.79,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,M18,0.005,M,Destination Plate[1],,Proxiplate_384PS,L4,0.0001923,M,XST00015664a,Sample 285,200,200,9.178,83.79,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,P19,0.005,M,Destination Plate[1],,Proxiplate_384PS,J5,0.0001923,M,XST00015725a,Sample 304,200,200,9.628,81.184,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,P19,0.005,M,Destination Plate[1],,Proxiplate_384PS,I5,0.0001923,M,XST00015725a,Sample 304,200,200,9.428,81.184,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,I19,0.005,M,Destination Plate[1],,Proxiplate_384PS,F3,0.0001923,M,XST00015585a,Sample 297,200,200,9.623,83.509,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,I19,0.005,M,Destination Plate[1],,Proxiplate_384PS,E3,0.0001923,M,XST00015585a,Sample 297,200,200,9.423,83.509,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,C19,0.005,M,Destination Plate[1],,Proxiplate_384PS,E1,0.0001923,M,XST00015465a,Sample 291,200,200,9.563,81.521,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,C19,0.005,M,Destination Plate[1],,Proxiplate_384PS,F1,0.0001923,M,XST00015465a,Sample 291,200,200,9.363,81.521,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,C20,0.005,M,Destination Plate[1],,Proxiplate_384PS,G1,0.0001923,M,XST00015466a,Sample 307,200,200,9.248,83.125,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,C20,0.005,M,Destination Plate[1],,Proxiplate_384PS,H1,0.0001923,M,XST00015466a,Sample 307,200,200,9.048,83.125,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,I20,0.005,M,Destination Plate[1],,Proxiplate_384PS,H3,0.0001923,M,XST00015586a,Sample 313,200,200,9.615,84.165,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,I20,0.005,M,Destination Plate[1],,Proxiplate_384PS,G3,0.0001923,M,XST00015586a,Sample 313,200,200,9.415,84.165,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,P20,0.005,M,Destination Plate[1],,Proxiplate_384PS,K5,0.0001923,M,XST00015726a,Sample 320,200,200,9.486,71.931,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,P20,0.005,M,Destination Plate[1],,Proxiplate_384PS,L5,0.0001923,M,XST00015726a,Sample 320,200,200,9.286,71.931,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,P4,0.005,M,Destination Plate[1],,Proxiplate_384PS,O5,0.0001923,M,XST00015710a,Sample 64,200,200,8.949,80.001,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,P4,0.005,M,Destination Plate[1],,Proxiplate_384PS,P5,0.0001923,M,XST00015710a,Sample 64,200,200,8.749,80.001,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,M4,0.005,M,Destination Plate[1],,Proxiplate_384PS,P4,0.0001923,M,XST00015650a,Sample 61,200,200,9.721,83.586,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,M4,0.005,M,Destination Plate[1],,Proxiplate_384PS,O4,0.0001923,M,XST00015650a,Sample 61,200,200,9.521,83.586,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,G4,0.005,M,Destination Plate[1],,Proxiplate_384PS,O2,0.0001923,M,XST00015530a,Sample 55,200,200,9.572,84.607,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,G4,0.005,M,Destination Plate[1],,Proxiplate_384PS,P2,0.0001923,M,XST00015530a,Sample 55,200,200,9.372,84.607,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,I4,0.005,M,Destination Plate[1],,Proxiplate_384PS,L3,0.0001923,M,XST00015570a,Sample 57,200,200,9.857,84.131,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,I4,0.005,M,Destination Plate[1],,Proxiplate_384PS,K3,0.0001923,M,XST00015570a,Sample 57,200,200,9.657,84.131,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,C4,0.005,M,Destination Plate[1],,Proxiplate_384PS,K1,0.0001923,M,XST00015450a,Sample 51,200,200,9.598,83.719,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,C4,0.005,M,Destination Plate[1],,Proxiplate_384PS,L1,0.0001923,M,XST00015450a,Sample 51,200,200,9.398,83.719,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,C3,0.005,M,Destination Plate[1],,Proxiplate_384PS,J1,0.0001923,M,XST00015449a,Sample 35,200,200,9.359,82.028,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,C3,0.005,M,Destination Plate[1],,Proxiplate_384PS,I1,0.0001923,M,XST00015449a,Sample 35,200,200,9.159,82.028,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,I3,0.005,M,Destination Plate[1],,Proxiplate_384PS,I3,0.0001923,M,XST00015569a,Sample 41,200,200,9.83,82.737,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,I3,0.005,M,Destination Plate[1],,Proxiplate_384PS,J3,0.0001923,M,XST00015569a,Sample 41,200,200,9.63,82.737,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,G3,0.005,M,Destination Plate[1],,Proxiplate_384PS,M2,0.0001923,M,XST00015529a,Sample 39,200,200,9.597,82.529,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,G3,0.005,M,Destination Plate[1],,Proxiplate_384PS,N2,0.0001923,M,XST00015529a,Sample 39,200,200,9.397,82.529,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,M3,0.005,M,Destination Plate[1],,Proxiplate_384PS,N4,0.0001923,M,XST00015649a,Sample 45,200,200,9.749,81.919,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,M3,0.005,M,Destination Plate[1],,Proxiplate_384PS,M4,0.0001923,M,XST00015649a,Sample 45,200,200,9.549,81.919,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,P3,0.005,M,Destination Plate[1],,Proxiplate_384PS,M5,0.0001923,M,XST00015709a,Sample 48,200,200,8.622,74.67,Percent,DMSO,
Source Plate[44],,384LDV_DMSO,P3,0.005,M,Destination Plate[1],,Proxiplate_384PS,N5,0.0001923,M,XST00015709a,Sample 48,200,200,8.422,74.67,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,A15,0.005,M,Destination Plate[1],,Proxiplate_384PS,A6,0.0001923,M,XST00015741a,Sample 609,200,200,8.742,75.189,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,A15,0.005,M,Destination Plate[1],,Proxiplate_384PS,B6,0.0001923,M,XST00015741a,Sample 609,200,200,8.542,75.189,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,D15,0.005,M,Destination Plate[1],,Proxiplate_384PS,B7,0.0001923,M,XST00015801a,Sample 612,200,200,9.741,83.131,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,D15,0.005,M,Destination Plate[1],,Proxiplate_384PS,A7,0.0001923,M,XST00015801a,Sample 612,200,200,9.541,83.131,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,H15,0.005,M,Destination Plate[1],,Proxiplate_384PS,E8,0.0001923,M,XST00015879a,Sample 616,200,200,9.877,83.762,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,H15,0.005,M,Destination Plate[1],,Proxiplate_384PS,F8,0.0001923,M,XST00015879a,Sample 616,200,200,9.677,83.762,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,K15,0.005,M,Destination Plate[1],,Proxiplate_384PS,F9,0.0001923,M,XST00015939a,Sample 619,200,200,9.905,84.49,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,K15,0.005,M,Destination Plate[1],,Proxiplate_384PS,E9,0.0001923,M,XST00015939a,Sample 619,200,200,9.705,84.49,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,O15,0.005,M,Destination Plate[1],,Proxiplate_384PS,I10,0.0001923,M,XST00016019a,Sample 623,200,200,9.504,83.362,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,O15,0.005,M,Destination Plate[1],,Proxiplate_384PS,J10,0.0001923,M,XST00016019a,Sample 623,200,200,9.304,83.362,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,O16,0.005,M,Destination Plate[1],,Proxiplate_384PS,K10,0.0001923,M,XST00016020a,Sample 639,200,200,9.901,83.684,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,O16,0.005,M,Destination Plate[1],,Proxiplate_384PS,L10,0.0001923,M,XST00016020a,Sample 639,200,200,9.701,83.684,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,K16,0.005,M,Destination Plate[1],,Proxiplate_384PS,H9,0.0001923,M,XST00015940a,Sample 635,200,200,9.915,84.345,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,K16,0.005,M,Destination Plate[1],,Proxiplate_384PS,G9,0.0001923,M,XST00015940a,Sample 635,200,200,9.715,84.345,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,H16,0.005,M,Destination Plate[1],,Proxiplate_384PS,G8,0.0001923,M,XST00015880a,Sample 632,200,200,9.996,84.491,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,H16,0.005,M,Destination Plate[1],,Proxiplate_384PS,H8,0.0001923,M,XST00015880a,Sample 632,200,200,9.796,84.491,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,D16,0.005,M,Destination Plate[1],,Proxiplate_384PS,D7,0.0001923,M,XST00015802a,Sample 628,200,200,9.731,83.371,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,D16,0.005,M,Destination Plate[1],,Proxiplate_384PS,C7,0.0001923,M,XST00015802a,Sample 628,200,200,9.531,83.371,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,A16,0.005,M,Destination Plate[1],,Proxiplate_384PS,C6,0.0001923,M,XST00015742a,Sample 625,200,200,8.864,72.697,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,A16,0.005,M,Destination Plate[1],,Proxiplate_384PS,D6,0.0001923,M,XST00015742a,Sample 625,200,200,8.664,72.697,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,G19,0.005,M,Destination Plate[1],,Proxiplate_384PS,M7,0.0001923,M,XST00015863a,Sample 679,200,200,9.725,83.827,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,G19,0.005,M,Destination Plate[1],,Proxiplate_384PS,N7,0.0001923,M,XST00015863a,Sample 679,200,200,9.525,83.827,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,J19,0.005,M,Destination Plate[1],,Proxiplate_384PS,N8,0.0001923,M,XST00015923a,Sample 682,200,200,9.86,84.452,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,J19,0.005,M,Destination Plate[1],,Proxiplate_384PS,M8,0.0001923,M,XST00015923a,Sample 682,200,200,9.66,84.452,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,N19,0.005,M,Destination Plate[1],,Proxiplate_384PS,B10,0.0001923,M,XST00016003a,Sample 686,200,200,9.78,83.707,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,N19,0.005,M,Destination Plate[1],,Proxiplate_384PS,A10,0.0001923,M,XST00016003a,Sample 686,200,200,9.58,83.707,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,N20,0.005,M,Destination Plate[1],,Proxiplate_384PS,C10,0.0001923,M,XST00016004a,Sample 702,200,200,9.609,82.748,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,N20,0.005,M,Destination Plate[1],,Proxiplate_384PS,D10,0.0001923,M,XST00016004a,Sample 702,200,200,9.409,82.748,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,J20,0.005,M,Destination Plate[1],,Proxiplate_384PS,O8,0.0001923,M,XST00015924a,Sample 698,200,200,9.705,83.655,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,J20,0.005,M,Destination Plate[1],,Proxiplate_384PS,P8,0.0001923,M,XST00015924a,Sample 698,200,200,9.505,83.655,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,G20,0.005,M,Destination Plate[1],,Proxiplate_384PS,P7,0.0001923,M,XST00015864a,Sample 695,200,200,9.649,83.274,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,G20,0.005,M,Destination Plate[1],,Proxiplate_384PS,O7,0.0001923,M,XST00015864a,Sample 695,200,200,9.449,83.274,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,C21,0.005,M,Destination Plate[1],,Proxiplate_384PS,J6,0.0001923,M,XST00015787a,Sample 707,200,200,9.612,81.94,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,C21,0.005,M,Destination Plate[1],,Proxiplate_384PS,I6,0.0001923,M,XST00015787a,Sample 707,200,200,9.412,81.94,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,C22,0.005,M,Destination Plate[1],,Proxiplate_384PS,K6,0.0001923,M,XST00015788a,Sample 723,200,200,9.64,82.081,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,C22,0.005,M,Destination Plate[1],,Proxiplate_384PS,L6,0.0001923,M,XST00015788a,Sample 723,200,200,9.44,82.081,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,B12,0.005,M,Destination Plate[1],,Proxiplate_384PS,H6,0.0001923,M,XST00015758a,Sample 562,200,200,9.756,70,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,B12,0.005,M,Destination Plate[1],,Proxiplate_384PS,G6,0.0001923,M,XST00015758a,Sample 562,200,200,9.556,70,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,E12,0.005,M,Destination Plate[1],,Proxiplate_384PS,G7,0.0001923,M,XST00015818a,Sample 565,200,200,9.862,83.213,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,E12,0.005,M,Destination Plate[1],,Proxiplate_384PS,H7,0.0001923,M,XST00015818a,Sample 565,200,200,9.662,83.213,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,I12,0.005,M,Destination Plate[1],,Proxiplate_384PS,K8,0.0001923,M,XST00015896a,Sample 569,200,200,9.937,83.828,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,I12,0.005,M,Destination Plate[1],,Proxiplate_384PS,L8,0.0001923,M,XST00015896a,Sample 569,200,200,9.737,83.828,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,L12,0.005,M,Destination Plate[1],,Proxiplate_384PS,L9,0.0001923,M,XST00015956a,Sample 572,200,200,9.711,85.265,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,L12,0.005,M,Destination Plate[1],,Proxiplate_384PS,K9,0.0001923,M,XST00015956a,Sample 572,200,200,9.511,85.265,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,L11,0.005,M,Destination Plate[1],,Proxiplate_384PS,J9,0.0001923,M,XST00015955a,Sample 556,200,200,9.915,84.909,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,L11,0.005,M,Destination Plate[1],,Proxiplate_384PS,I9,0.0001923,M,XST00015955a,Sample 556,200,200,9.715,84.909,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,I11,0.005,M,Destination Plate[1],,Proxiplate_384PS,I8,0.0001923,M,XST00015895a,Sample 553,200,200,9.967,83.846,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,I11,0.005,M,Destination Plate[1],,Proxiplate_384PS,J8,0.0001923,M,XST00015895a,Sample 553,200,200,9.767,83.846,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,E11,0.005,M,Destination Plate[1],,Proxiplate_384PS,F7,0.0001923,M,XST00015817a,Sample 549,200,200,9.828,82.873,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,E11,0.005,M,Destination Plate[1],,Proxiplate_384PS,E7,0.0001923,M,XST00015817a,Sample 549,200,200,9.628,82.873,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,B11,0.005,M,Destination Plate[1],,Proxiplate_384PS,E6,0.0001923,M,XST00015757a,Sample 546,200,200,9.833,78.111,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,B11,0.005,M,Destination Plate[1],,Proxiplate_384PS,F6,0.0001923,M,XST00015757a,Sample 546,200,200,9.633,78.111,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,P10,0.005,M,Destination Plate[1],,Proxiplate_384PS,M10,0.0001923,M,XST00016034a,Sample 544,200,200,9.567,79.51,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,P10,0.005,M,Destination Plate[1],,Proxiplate_384PS,N10,0.0001923,M,XST00016034a,Sample 544,200,200,9.367,79.51,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,P9,0.005,M,Destination Plate[1],,Proxiplate_384PS,O10,0.0001923,M,XST00016033a,Sample 528,200,200,9.446,80.398,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,P9,0.005,M,Destination Plate[1],,Proxiplate_384PS,P10,0.0001923,M,XST00016033a,Sample 528,200,200,9.246,80.398,Percent,DMSO,
Source Plate[45],,384LDV_DMSO,M8,0.005,M,Destination Plate[1],,Proxiplate_384PS,P9,0.0001923,M,XST00015972a,Sample 509,200,200,9.701,83.942,Percent,DMSO,
